"","Date","RegionName","InventorySeasonallyAdjusted_AllHomes","InventoryRaw_AllHomes","MedianListingPricePerSqft_1Bedroom","MedianListingPricePerSqft_2Bedroom","MedianListingPricePerSqft_3Bedroom","MedianListingPricePerSqft_4Bedroom","MedianListingPricePerSqft_5BedroomOrMore","MedianListingPricePerSqft_AllHomes","MedianListingPricePerSqft_CondoCoop","MedianListingPricePerSqft_DuplexTriplex","MedianListingPricePerSqft_SingleFamilyResidence","MedianListingPrice_1Bedroom","MedianListingPrice_2Bedroom","MedianListingPrice_3Bedroom","MedianListingPrice_4Bedroom","MedianListingPrice_5BedroomOrMore","MedianListingPrice_AllHomes","MedianListingPrice_CondoCoop","MedianListingPrice_DuplexTriplex","MedianListingPrice_SingleFamilyResidence","MedianPctOfPriceReduction_AllHomes","MedianPctOfPriceReduction_CondoCoop","MedianPctOfPriceReduction_SingleFamilyResidence","MedianPriceCutDollar_AllHomes","MedianPriceCutDollar_CondoCoop","MedianPriceCutDollar_SingleFamilyResidence","MedianRentalPricePerSqft_1Bedroom","MedianRentalPricePerSqft_2Bedroom","MedianRentalPricePerSqft_3Bedroom","MedianRentalPricePerSqft_4Bedroom","MedianRentalPricePerSqft_5BedroomOrMore","MedianRentalPricePerSqft_AllHomes","MedianRentalPricePerSqft_CondoCoop","MedianRentalPricePerSqft_DuplexTriplex","MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits","MedianRentalPricePerSqft_SingleFamilyResidence","MedianRentalPricePerSqft_Studio","MedianRentalPrice_1Bedroom","MedianRentalPrice_2Bedroom","MedianRentalPrice_3Bedroom","MedianRentalPrice_4Bedroom","MedianRentalPrice_5BedroomOrMore","MedianRentalPrice_AllHomes","MedianRentalPrice_CondoCoop","MedianRentalPrice_DuplexTriplex","MedianRentalPrice_MultiFamilyResidence5PlusUnits","MedianRentalPrice_SingleFamilyResidence","MedianRentalPrice_Studio","ZHVIPerSqft_AllHomes","PctOfHomesDecreasingInValues_AllHomes","PctOfHomesIncreasingInValues_AllHomes","PctOfHomesSellingForGain_AllHomes","PctOfHomesSellingForLoss_AllHomes","PctOfListingsWithPriceReductionsSeasAdj_AllHomes","PctOfListingsWithPriceReductionsSeasAdj_CondoCoop","PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence","PctOfListingsWithPriceReductions_AllHomes","PctOfListingsWithPriceReductions_CondoCoop","PctOfListingsWithPriceReductions_SingleFamilyResidence","PriceToRentRatio_AllHomes","Sale_Counts","Sale_Counts_Seas_Adj","Sale_Prices","ZHVI_1bedroom","ZHVI_2bedroom","ZHVI_3bedroom","ZHVI_4bedroom","ZHVI_5BedroomOrMore","ZHVI_AllHomes","ZHVI_BottomTier","ZHVI_CondoCoop","ZHVI_MiddleTier","ZHVI_SingleFamilyResidence","ZHVI_TopTier","ZRI_AllHomes","ZRI_AllHomesPlusMultifamily","ZriPerSqft_AllHomes","Zri_MultiFamilyResidenceRental","Zri_SingleFamilyResidenceRental"
"1315",2003-10-31,"durhamdurhamnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102800,139400,211200,281700,145000,96800,133500,145000,147100,227400,NA,NA,NA,NA,NA
"1316",2003-10-31,"los_angeleslos_angelesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239000,305300,356900,476300,808100,363400,241400,309700,363400,383100,677400,NA,NA,NA,NA,NA
"1317",2003-10-31,"minneapolishennepinmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136200,174200,203700,240200,322700,190300,143000,183300,190300,193400,295100,NA,NA,NA,NA,NA
"1318",2003-10-31,"new_yorkqueensny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287800,354000,NA,NA,NA,NA,NA,306400,NA,NA,NA,NA,NA,NA
"1319",2003-10-31,"philadelphiaphiladelphiapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187300,78300,57600,91500,162300,69800,39000,59800,69800,134200,152500,NA,NA,NA,NA,NA
"1320",2003-10-31,"raleighwakenc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122500,150100,227700,395500,156000,108300,NA,156000,159700,272800,NA,NA,NA,NA,NA
"1321",2003-10-31,"san_diegosan_diegoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239200,333900,409700,500300,668100,403300,288100,323400,403300,448400,634500,NA,NA,NA,NA,NA
"1322",2003-10-31,"seattlekingwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201200,270600,328000,389400,433500,306500,214400,238100,306500,332000,475200,NA,NA,NA,NA,NA
"1323",2003-10-31,"washingtondistrict_of_columbiadc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243100,286100,237600,404400,868900,263700,151100,259700,263700,279400,571200,NA,NA,NA,NA,NA
"1324",2003-11-30,"atlantafultonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160900,166800,144100,336700,697300,170500,NA,191600,170500,146300,380600,NA,NA,NA,NA,NA
"1325",2003-11-30,"austintravistx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152600,232100,NA,155500,106100,NA,155500,161500,274800,NA,NA,NA,NA,NA
"1326",2003-11-30,"bostonsuffolkma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283300,331100,337600,377500,412800,330800,233100,319500,330800,341800,525900,NA,NA,NA,NA,NA
"1327",2003-11-30,"dallasdallastx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231800,NA,99900,60900,88700,99900,NA,247000,NA,NA,NA,NA,NA
"1328",2003-11-30,"denverdenverco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141600,188200,224200,308300,411300,209100,150300,171700,209100,221500,350300,NA,NA,NA,NA,NA
"1329",2003-11-30,"detroitwaynemi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70100,65600,84300,92200,134800,76300,58300,93100,76300,75900,104000,NA,NA,NA,NA,NA
"1330",2003-11-30,"durhamdurhamnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103200,139800,212200,282500,145300,97100,133900,145300,147500,228600,NA,NA,NA,NA,NA
"1331",2003-11-30,"los_angeleslos_angelesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245600,311700,363900,484600,818500,370600,247200,316300,370600,390800,688800,NA,NA,NA,NA,NA
"1332",2003-11-30,"minneapolishennepinmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136700,174300,204700,241200,323600,191100,143400,185000,191100,193900,296000,NA,NA,NA,NA,NA
"1333",2003-11-30,"new_yorkqueensny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295600,362800,NA,NA,NA,NA,NA,314800,NA,NA,NA,NA,NA,NA
"1334",2003-11-30,"philadelphiaphiladelphiapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190500,79200,58100,93000,163900,70600,39300,60500,70600,136000,154900,NA,NA,NA,NA,NA
"1335",2003-11-30,"raleighwakenc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122800,150600,228500,398100,156600,108500,NA,156600,160200,273700,NA,NA,NA,NA,NA
"1336",2003-11-30,"san_diegosan_diegoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244200,339900,417800,509200,682100,411700,294400,329300,411700,456700,647400,NA,NA,NA,NA,NA
"1337",2003-11-30,"seattlekingwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202400,272300,330600,392200,434100,308500,215800,239500,308500,334600,478600,NA,NA,NA,NA,NA
"1338",2003-11-30,"washingtondistrict_of_columbiadc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247300,289200,242200,411000,878500,267900,153500,264200,267900,283200,578100,NA,NA,NA,NA,NA
"1339",2003-12-31,"atlantafultonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160700,167700,145400,338200,701000,171300,NA,191600,171300,147600,382600,NA,NA,NA,NA,NA
"1340",2003-12-31,"austintravistx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152500,233200,NA,155800,105900,NA,155800,161800,275800,NA,NA,NA,NA,NA
"1341",2003-12-31,"bostonsuffolkma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284700,333200,340300,379600,416000,333100,234900,321300,333100,344500,528200,NA,NA,NA,NA,NA
"1342",2003-12-31,"dallasdallastx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232000,NA,100300,61100,89400,100300,NA,247600,NA,NA,NA,NA,NA
"1343",2003-12-31,"denverdenverco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141600,188700,225000,309600,414400,209800,150300,171800,209800,222200,351700,NA,NA,NA,NA,NA
"1344",2003-12-31,"detroitwaynemi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,66100,84700,93100,135400,76800,59000,92400,76800,76300,104700,NA,NA,NA,NA,NA
"1345",2003-12-31,"durhamdurhamnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103400,140000,212800,283000,145500,97400,134000,145500,147800,229400,NA,NA,NA,NA,NA
"1346",2003-12-31,"los_angeleslos_angelesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252300,318000,371700,494400,830400,378300,253000,322200,378300,399300,701300,NA,NA,NA,NA,NA
"1347",2003-12-31,"minneapolishennepinmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137100,174600,205900,242600,325000,192000,144100,186800,192000,194600,296700,NA,NA,NA,NA,NA
"1348",2003-12-31,"new_yorkqueensny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306700,375300,NA,NA,NA,NA,NA,324800,NA,NA,NA,NA,NA,NA
"1349",2003-12-31,"philadelphiaphiladelphiapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193700,80400,58800,94500,166000,71700,39800,61200,71700,138300,157700,NA,NA,NA,NA,NA
"1350",2003-12-31,"raleighwakenc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123200,150900,229300,399900,157000,108900,NA,157000,160700,274800,NA,NA,NA,NA,NA
"1351",2003-12-31,"san_diegosan_diegoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250300,346800,426600,519300,694100,420800,300700,336200,420800,465800,660300,NA,NA,NA,NA,NA
"1352",2003-12-31,"seattlekingwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203900,274700,333900,395800,436100,311100,217400,241500,311100,337500,483300,NA,NA,NA,NA,NA
"1353",2003-12-31,"washingtondistrict_of_columbiadc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251900,292900,246700,415500,888800,272000,156000,268400,272000,287700,585300,NA,NA,NA,NA,NA
"1354",2004-01-31,"atlantafultonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160900,168800,146500,340000,705600,171800,NA,192200,171800,148700,384000,NA,NA,NA,NA,NA
"1355",2004-01-31,"austintravistx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154200,235500,NA,157100,106700,NA,157100,163000,278400,NA,NA,NA,NA,NA
"1356",2004-01-31,"bostonsuffolkma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285900,335100,343100,382400,419600,335500,236400,323100,335500,347400,530600,NA,NA,NA,NA,NA
"1357",2004-01-31,"dallasdallastx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233300,NA,101200,61600,90500,101200,NA,250100,NA,NA,NA,NA,NA
"1358",2004-01-31,"denverdenverco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141500,189000,225200,310500,416500,210400,150200,171800,210400,222700,352200,NA,NA,NA,NA,NA
"1359",2004-01-31,"detroitwaynemi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70600,66300,85000,93600,134700,76800,59100,92100,76800,76200,105300,NA,NA,NA,NA,NA
"1360",2004-01-31,"durhamdurhamnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103600,140300,213500,284100,145800,97900,134100,145800,148000,230300,NA,NA,NA,NA,NA
"1361",2004-01-31,"los_angeleslos_angelesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259700,324800,380000,504900,844800,386400,259000,328700,386400,408100,713300,NA,NA,NA,NA,NA
"1362",2004-01-31,"minneapolishennepinmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137800,175500,207500,244600,327600,193300,145100,188400,193300,196100,298200,NA,NA,NA,NA,NA
